data_name,price,links,index_,discount_list,discount_percent,Gift_list,RAM_SSD,Evaluate_list,Evaluate_count_list
Acer Swift Go 14 AI SFG14 73 71ZX Ultra 7 155H (NX.KSLSV.002),26.290.000₫,https://www.thegioididong.com/laptop/acer-swift-go-14-ai-73-71zx-ultra-7-nxkslsv002,192,26.990.000₫,,1.090.000₫,RAM 16 GB SSD 512 GB,,
MSI Gaming Stealth 14 AI Studio A1VFG Ultra 7 155H (085VN),48.990.000₫,https://www.thegioididong.com/laptop/msi-stealth-14-ai-studio-a1vfg-ultra-7-085vn,193,51.990.000₫,-5%,990.000₫,RAM 32 GB SSD 1 TB,,
HP Envy X360 13 bf0090TU i7 1250U (76B13PA),25.490.000₫,https://www.thegioididong.com/laptop/hp-envy-x360-13-bf0090tu-i7-76b13pa?utm_flashsale=1,194,32.990.000₫,-22%,1.190.000₫,RAM 16 GB SSD 512 GB,4.6,15 đánh giá
MSI Prestige 13 AI Evo A1MG Ultra 7 155H (062VN),30.990.000₫,https://www.thegioididong.com/laptop/msi-prestige-13-ai-evo-a1mg-ultra-7-062vn,195,33.990.000₫,-8%,990.000₫,RAM 32 GB SSD 1 TB,,
Acer Gaming Nitro 5 Tiger AN515 58 773Y i7 12700H (NH.QFKSV.001),22.490.000₫,https://www.thegioididong.com/laptop/acer-nitro-5-tiger-an515-58-773y-i7-nhqfksv001,196,31.990.000₫,-29%,1.890.000₫,RAM 8 GB SSD 512 GB,4.7,26 đánh giá
Acer Gaming Nitro V ANV15 51 57B2 i5 13420H (NH.QN8SV.001),23.990.000₫,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-57b2-i5-nhqn8sv001,197,26.990.000₫,-11%,1.890.000₫,RAM 8 GB SSD 512 GB,,
MSI Gaming Katana A15 AI B8VF R7 8845HS (419VN),28.990.000₫,https://www.thegioididong.com/laptop/msi-gaming-katana-a15-ai-b8vf-r7-419vn,198,30.990.000₫,-6%,990.000₫,RAM 16 GB SSD 512 GB,,
Lenovo Legion Slim 5 16AHP9 R7 8845HS (83DH003BVN),43.990.000₫,https://www.thegioididong.com/laptop/lenovo-legion-slim-5-16ahp9-r7-83dh003bvn,199,44.990.000₫,,990.000₫,RAM 32 GB SSD 1 TB,,
Lenovo V15 G5 IRL Core 5 120U (83HF0000VN),18.990.000₫,https://www.thegioididong.com/laptop/lenovo-v15-g5-irl-core-5-83hf0000vn,200,19.890.000₫,,1.090.000₫,RAM 16 GB SSD 512 GB,,
Dell Vostro 15 3520 i5 1235U (V5I5610W1),15.490.000₫,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-v5i5610w1,201,,,100.000₫,RAM 8 GB SSD 512 GB,4.5,6 đánh giá
HP Elitebook 630 G10 i7 1355U (9H1N9PT),24.490.000₫,https://www.thegioididong.com/laptop/hp-elitebook-630-g10-i7-9h1n9pt,202,27.790.000₫,-11%,1.190.000₫,RAM 16 GB SSD 512 GB,,
Dell Inspiron 14 7430 2-in-1 i7 1355U (i7U165W11SLU),27.990.000₫,https://www.thegioididong.com/laptop/dell-inspiron-14-7430-2-in-1-i7-i7u165w11slu,203,29.490.000₫,-5%,100.000₫,RAM 16 GB SSD 512 GB,4.7,6 đánh giá
Asus Vivobook S 16 OLED M5606WA R9 AI HX 370 (MX072WS),30.990.000₫,https://www.thegioididong.com/laptop/asus-vivobook-s-16-oled-m5606wa-r9-mx072ws,204,33.990.000₫,-8%,100.000₫,RAM 32 GB SSD 1 TB,,
HP Pavilion 15 eg3098TU i3 1315U (8C5L9PA),13.390.000₫,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3098tu-i3-8c5l9pa?utm_flashsale=1,205,15.290.000₫,-12%,1.190.000₫,RAM 8 GB SSD 256 GB,,
MSI Gaming Cyborg 15 AI A1VEK Ultra 7 155H (053VN),28.490.000₫,https://www.thegioididong.com/laptop/msi-gaming-cyborg-15-ai-a1vek-ultra-7-053vn,206,30.990.000₫,-8%,1.090.000₫,RAM 16 GB SSD 512 GB,,
MSI Gaming Katana A15 AI B8VG R7 8845HS (465VN),37.990.000₫,https://www.thegioididong.com/laptop/msi-katana-a15-ai-b8vg-r7-465vn,207,39.990.000₫,-5%,990.000₫,RAM 16 GB SSD 1 TB,,
Dell Inspiron 15 3520 i3 1215U (71003264),11.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-3520-i3-71003264,208,13.790.000₫,-16%,100.000₫,RAM 8 GB SSD 512 GB,4.3,23 đánh giá
HP Envy X360 14 fa0048AU R7 8840HS (A19BQPA),29.190.000₫,https://www.thegioididong.com/laptop/hp-envy-x360-14-fa0048au-r7-a19bqpa,209,31.690.000₫,-7%,1.190.000₫,RAM 16 GB SSD 512 GB,,
Asus TUF Gaming F15 FX507ZC4 i5 12500H (HN074W),18.990.000₫,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507zc4-i5-hn074w,210,23.990.000₫,-20%,1.090.000₫,RAM 8 GB SSD 512 GB,3.9,19 đánh giá
Dell Inspiron 15 3530 i5 1335U (N3530-i5U085W11BLU),17.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-3530-i5-1335u-i5u085w11blu,211,18.490.000₫,-5%,100.000₫,RAM 8 GB SSD 512 GB,4.2,9 đánh giá
HP Probook 450 G10 i7 1355U (873D3PA),24.990.000₫,https://www.thegioididong.com/laptop/hp-probook-450-g10-i7-873d3pa?utm_flashsale=1,212,26.990.000₫,-7%,1.190.000₫,RAM 16 GB SSD 512 GB,,
Lenovo V14 Core 5 120U (83HD0001VN),19.490.000₫,https://www.thegioididong.com/laptop/lenovo-v14-core-5-83hd0001vn,213,,,1.090.000₫,RAM 16 GB SSD 512 GB,,
Asus Zenbook 14 OLED UX3405MA Ultra 9 185H (PP475W),33.490.000₫,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-9-pp475w,214,36.990.000₫,-9%,1.090.000₫,RAM 32 GB SSD 1 TB,5,1 đánh giá
Dell Latitude 3540 i5 1235U (71038100),16.990.000₫,https://www.thegioididong.com/laptop/dell-latitude-3540-i5-71038100,215,18.990.000₫,-10%,1.090.000₫,RAM 16 GB SSD 512 GB,,
HP VICTUS 16 r0283TX i5 13500H (AD9T3PA),23.490.000₫,https://www.thegioididong.com/laptop/hp-victus-16-r0283tx-i5-ad9t3pa,216,29.690.000₫,-20%,1.190.000₫,RAM 16 GB SSD 512 GB,,
Asus Zenbook 14 OLED UX3405MA Ultra 7 155H (PP152W),31.490.000₫,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-7-pp152w,217,34.990.000₫,-10%,1.090.000₫,RAM 32 GB SSD 1 TB,5,3 đánh giá
Lenovo Gaming LOQ 15IRX9 i7 13650HX (83DV00D5VN),30.290.000₫,https://www.thegioididong.com/laptop/lenovo-loq-15irx9-i7-83dv00d5vn,218,32.990.000₫,-8%,1.090.000₫,RAM 16 GB SSD 512 GB,,
HP Probook 450 G10 i5 1335U (873D1PA),19.790.000₫,https://www.thegioididong.com/laptop/hp-probook-450-g10-i5-873d1pa?utm_flashsale=1,219,22.590.000₫,-12%,1.190.000₫,RAM 16 GB SSD 512 GB,5,1 đánh giá
Asus Zenbook 14 OLED UX3402VA i7 1360P (KM068W),27.390.000₫,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3402va-i7-km068w?utm_flashsale=1,220,31.990.000₫,-14%,1.090.000₫,RAM 16 GB SSD 512 GB,5,2 đánh giá
Lenovo Ideapad Slim 5 16IMH9 Ultra 5 125H (83DC001RVN),22.690.000₫,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-16imh9-ultra-5-83dc001rvn,221,23.690.000₫,,1.090.000₫,RAM 16 GB SSD 512 GB,,
HP Probook 450 G10 i7 1355U (9H8H1PT),24.990.000₫,https://www.thegioididong.com/laptop/hp-probook-450-g10-i7-9h8h1pt,222,26.990.000₫,-7%,1.190.000₫,RAM 16 GB SSD 512 GB,,
HP Gaming VICTUS 16 s0139AX R7 7840HS (9Q986PA),33.390.000₫,https://www.thegioididong.com/laptop/hp-victus-16-s0139ax-r7-9q986pa,223,37.390.000₫,-10%,1.190.000₫,RAM 32 GB SSD 512 GB,,
HP Pavilion 15 eg2062TX i5 1235U (7C0W7PA),15.790.000₫,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2062tx-i5-7c0w7pa?utm_flashsale=1,224,20.590.000₫,-23%,1.190.000₫,RAM 8 GB SSD 512 GB,4.3,12 đánh giá
HP Gaming VICTUS 16 s0078AX R5 7640HS (8C5N7PA),22.190.000₫,https://www.thegioididong.com/laptop/hp-victus-16-s0078ax-r5-8c5n7pa,225,27.390.000₫,-18%,1.190.000₫,RAM 16 GB SSD 512 GB,,
Dell Inspiron 15 3520 i5 1235U (N5I5011W1),16.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5011w1,226,16.990.000₫,,100.000₫,RAM 16 GB SSD 512 GB,,
HP Envy X360 14 fc0083TU Ultra 7 155U (A19BSPA),34.090.000₫,https://www.thegioididong.com/laptop/hp-envy-x360-14-fc0083tu-ultra-7-a19bspa,227,36.590.000₫,-6%,1.190.000₫,RAM 32 GB SSD 1 TB,3,1 đánh giá
Asus TUF Gaming A15 FA507NVR R7 7435HS (LP007W),28.990.000₫,https://www.thegioididong.com/laptop/asus-fa507nvr-r7-lp007w,228,32.490.000₫,-10%,1.090.000₫,RAM 16 GB SSD 512 GB,,
Asus TUF Gaming Dash F15 FX517ZE i5 12450H (HN045W),19.990.000₫,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx517ze-i5-hn045w,229,24.990.000₫,-20%,1.090.000₫,RAM 8 GB SSD 512 GB,4.6,41 đánh giá
MSI Gaming Katana A15 AI B8VE R7 8845HS (402VN),26.990.000₫,https://www.thegioididong.com/laptop/msi-gaming-katana-a15-ai-b8ve-r7-402vn,230,28.990.000₫,-6%,990.000₫,RAM 16 GB SSD 512 GB,,
Dell Latitude 3440 i7 1355U (71038103),24.490.000₫,https://www.thegioididong.com/laptop/dell-latitude-3440-i7-71038103,231,26.990.000₫,-9%,1.090.000₫,RAM 16 GB SSD 512 GB,,
Asus Vivobook S 14 OLED M5406WA R9 AI HX 370 (PP071WS),31.990.000₫,https://www.thegioididong.com/laptop/asus-vivobook-s-14-oled-m5406wa-r9-pp071ws,232,33.990.000₫,-5%,100.000₫,RAM 32 GB SSD 1 TB,,
Lenovo ThinkPad T14s i7 1355U (21F6007XVN),44.990.000₫,https://www.thegioididong.com/laptop/lenovo-thinkpad-t14s-i7-21f6007xvn,233,45.690.000₫,,1.090.000₫,RAM 32 GB SSD 512 GB,,
Lenovo Thinkpad X13 Ultra 5 125U (21LU004NVN),33.990.000₫,https://www.thegioididong.com/laptop/lenovo-thinkpad-x13-ultra-5-21lu004nvn,234,34.990.000₫,,1.090.000₫,RAM 16 GB SSD 512 GB,,
Dell Inspiron 15 3520 i5 1235U (N3520-i5U165W11BLU-FP),16.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n3520i5u165w11blufp,235,16.990.000₫,,100.000₫,RAM 16 GB SSD 512 GB,,
MacBook Pro 14 inch M3,44.090.000₫,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m3-2023-16gb,236,,,,RAM 16 GB SSD 512 GB,,
Dell Inspiron 15 3530 i5 1335U (N5I5791W1),18.990.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n5i5791w1,237,19.990.000₫,-5%,100.000₫,RAM 16 GB SSD 512 GB,4.6,8 đánh giá
HP VICTUS 16 r0127TX i7 13700H (8C5N2PA),33.590.000₫,https://www.thegioididong.com/laptop/hp-victus-16-r0127tx-i7-8c5n2pa,238,38.390.000₫,-12%,1.190.000₫,RAM 16 GB SSD 512 GB,,
HP Envy x360 14 fc0089TU Ultra 7 155U (A19BZPA),30.990.000₫,https://www.thegioididong.com/laptop/hp-envy-x360-14-fc0089tu-ultra-7-a19bzpa,239,33.490.000₫,-7%,1.190.000₫,RAM 16 GB SSD 512 GB,,
Dell XPS 13 9340 Ultra 7 155H (HXRGT),55.990.000₫,https://www.thegioididong.com/laptop/dell-xps-13-9340-ultra-7-hxrgt,240,59.990.000₫,-6%,100.000₫,RAM 16 GB SSD 1 TB,,
ASUS TUF Gaming A15 FA507UV R7 8845HS (LP142W),29.990.000₫,https://www.thegioididong.com/laptop/asus-fa507uv-r7-lp142w,241,34.990.000₫,-14%,1.090.000₫,RAM 16 GB SSD 512 GB,,
Dell Inspiron 16 5640 Core 7 150U (N6I7512W1),31.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-16-5640-core-7-n6i7512w1,242,33.690.000₫,-6%,100.000₫,RAM 16 GB SSD 1 TB,,
Dell Inspiron 15 3530 i5 1335U (N5I5007W1),18.990.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n5i5007w1,243,19.990.000₫,-5%,100.000₫,RAM 16 GB SSD 512 GB,,
Asus Vivobook S 15 S5507QA X1E 78 100 (MA089WS),30.990.000₫,https://www.thegioididong.com/laptop/asus-vivobook-s-15-s5507qa-x1e-78-ma089ws,244,34.990.000₫,-11%,100.000₫,RAM 32 GB SSD 1 TB,,
Dell G15 5530 i9 13900HX (i9HX161W11GR4060),40.990.000₫,https://www.thegioididong.com/laptop/dell-g15-5530-i9-i9hx161w11gr4060,245,46.190.000₫,-11%,1.000.000₫,RAM 16 GB SSD 1 TB,,
Dell Inspiron 7440 Core 7 150U (N7440-C7U161W11IBU),32.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-7440-core-7-n7440c7u161w11ibu,246,33.490.000₫,,100.000₫,RAM 16 GB SSD 1 TB,,
Dell Inspiron 7440 Core 5 120U (N4I5006W1),29.990.000₫,https://www.thegioididong.com/laptop/dell-inspiron-7440-core-5-n4i5006w1,247,30.990.000₫,,100.000₫,RAM 16 GB SSD 1 TB,,
MSI Creator M16 HX C14VFG i7 14700HX (040VN),41.990.000₫,https://www.thegioididong.com/laptop/msi-creator-m16-hx-c14vfg-i7-040vn,248,45.990.000₫,-8%,990.000₫,RAM 32 GB SSD 1 TB,,
MSI Cyborg 15 A13VFK i7 13620H (876VN),27.990.000₫,https://www.thegioididong.com/laptop/msi-cyborg-15-a13vfk-i7-876vn,249,29.990.000₫,-6%,990.000₫,RAM 16 GB SSD 512 GB,,
MSI Gaming Katana 15 B13VGK i7 13620H (1211VN),38.990.000₫,https://www.thegioididong.com/laptop/msi-gaming-katana-15-b13vgk-i7-1211vn,250,41.990.000₫,-7%,990.000₫,RAM 16 GB SSD 1 TB,,
HP Spectre X360 14 eu0050TU Ultra 7 155H (A19BLPA),51.990.000₫,https://www.thegioididong.com/laptop/hp-spectre-x360-14-eu0050tu-ultra-7-a19blpa,251,56.990.000₫,-8%,1.190.000₫,RAM 32 GB SSD 1 TB,,
MSI Gaming Katana A15 AI B8VG R9 8945HS (466VN),38.990.000₫,https://www.thegioididong.com/laptop/msi-katana-a15-ai-b8vg-r9-466vn,252,41.990.000₫,-7%,990.000₫,RAM 16 GB SSD 1 TB,,
MacBook Air 13 inch M2 10GPU,29.190.000₫,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022-16gb-256gb-10gpu,253,,,,RAM 16 GB SSD 256 GB,,
Apple MacBook Pro 14 inch M3 Pro,49.090.000₫,https://www.thegioididong.com/laptop/apple-macbook-pro-14-inch-m3-pro-2023,254,,,,RAM 18 GB SSD 512 GB,3.2,4 đánh giá
Dell Inspiron 15 3520 i5 1235U (N3520-i5U085W11SLU),15.690.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n3520-i5u085w11slu,255,,,100.000₫,RAM 8 GB SSD 512 GB,,
Acer Aspire 3 A315 59 314F i3 1215U (NX.K6TSV.002),13.490.000₫,https://www.thegioididong.com/laptop/acer-aspire-3-a315-59-314f-i3-nxk6tsv002,256,,,990.000₫,RAM 8 GB SSD 256 GB,4.4,59 đánh giá
HP Pavilion 15 eg2034TX i7 1255U (6K780PA),17.790.000₫,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2034tx-i7-6k780pa?utm_flashsale=1,257,24.590.000₫,-27%,1.190.000₫,RAM 8 GB SSD 512 GB,4,13 đánh giá
Asus Vivobook 14 A1405VA i3 1315U (LY097W),12.690.000₫,https://www.thegioididong.com/laptop/asus-vivobook-14-a1405va-i3-ly097w,258,14.990.000₫,-15%,1.090.000₫,RAM 8 GB SSD 512 GB,4.6,8 đánh giá
HP Elitebook 630 G10 i5 1335U (9J0B5PT),20.990.000₫,https://www.thegioididong.com/laptop/hp-elitebook-630-g10-i5-9j0b5pt,259,24.390.000₫,-13%,1.190.000₫,RAM 16 GB SSD 512 GB,,
MacBook Air 15 inch M3,31.290.000₫,https://www.thegioididong.com/laptop/macbook-air-15-inch-m3-2024,260,,,,RAM 8 GB SSD 256 GB,,
Samsung Galaxy Chromebook Go XE310XDA N4500,7.990.000₫,https://www.thegioididong.com/laptop/samsung-galaxy-chromebook-go-xe310xda-n4500,261,9.990.000₫,-20%,,RAM 4 GB eMMC 32 GB,,
Acer Swift Lite 14 AI SFL14 51M 56HS Ultra 5 125U (NX.J1HSV.002),18.990.000₫,https://www.thegioididong.com/laptop/acer-swift-lite-14-ai-sfl14-51m-56hs-ultra-5-nxj1hsv002,262,19.990.000₫,-5%,990.000₫,RAM 16 GB SSD 512 GB,,
MacBook Pro 16 inch M3 Pro,64.490.000₫,https://www.thegioididong.com/laptop/apple-macbook-pro-16-inch-m3-pro-2023-12-core,263,64.990.000₫,,500.000₫,RAM 18 GB SSD 512 GB,,
Asus TUF Gaming A16 FA617NSR R7 7435HS (RL100W),24.990.000₫,https://www.thegioididong.com/laptop/asus-tuf-gaming-a16-fa617nsr-r7-rl100w,264,28.490.000₫,-12%,1.090.000₫,RAM 16 GB SSD 512 GB,,
Asus Gaming ROG Strix SCAR 16 G634JZ i9 13980HX (N4029W),64.590.000₫,https://www.thegioididong.com/laptop/asus-gaming-rog-strix-scar-16-g634j-i9-n4029w,265,86.990.000₫,-25%,1.090.000₫,RAM 32 GB SSD 1 TB,,
HP Elitebook X360 1040 G9 i7 1255U (6Z982PA),35.990.000₫,https://www.thegioididong.com/laptop/hp-elitebook-x360-1040-g9-i7-6z982pa?utm_flashsale=1,266,49.990.000₫,-28%,1.190.000₫,RAM 16 GB SSD 512 GB,,
Dell Inspiron 14 5430 i5 1340P (N5430-i5P165W11SL2050),26.790.000₫,https://www.thegioididong.com/laptop/dell-inspiron-14-5430-i5-i5p165w11sl2050?utm_flashsale=1,267,29.790.000₫,-10%,100.000₫,RAM 16 GB SSD 512 GB,,
HP Elitebook 630 G10 i7 1355U (9J0B7PT),24.490.000₫,https://www.thegioididong.com/laptop/hp-elitebook-630-g10-i7-9j0b7pt,268,28.590.000₫,-14%,1.190.000₫,RAM 16 GB SSD 512 GB,5,1 đánh giá
HP Gaming VICTUS 16 s0140AX R7 7840HS (9Q987PA),31.890.000₫,https://www.thegioididong.com/laptop/hp-victus-16-s0140ax-r7-9q987pa,269,35.890.000₫,-11%,1.190.000₫,RAM 32 GB SSD 512 GB,,
HP Gaming VICTUS 16 s0138AX R7 7840HS (9Q985PA),36.990.000₫,https://www.thegioididong.com/laptop/hp-victus-16-s0138ax-r7-9q985pa,270,41.390.000₫,-10%,1.190.000₫,RAM 32 GB SSD 512 GB,,
Dell G15 5530 i7 13650HX (i7HX161W11GR4060),36.990.000₫,https://www.thegioididong.com/laptop/dell-g15-5530-i7-i7hx161w11gr4060,271,41.990.000₫,-11%,100.000₫,RAM 16 GB SSD 1 TB,,
Dell Latitude 3540 i5 1335U (71038101),19.490.000₫,https://www.thegioididong.com/laptop/dell-latitude-3540-i5-71038101,272,21.490.000₫,-9%,1.090.000₫,RAM 16 GB SSD 512 GB,,
Dell XPS 13 9340 Ultra 5 125H (XPSU5934W1),52.990.000₫,https://www.thegioididong.com/laptop/dell-xps-13-9340-ultra-5-xpsu5934w1,273,56.990.000₫,-7%,100.000₫,RAM 16 GB SSD 2 TB,,
MSI Gaming Stealth 18 Mercedes AMG A1VHG Ultra 9 185H (080VN),97.990.000₫,https://www.thegioididong.com/laptop/msi-stealth-18-mercedes-amg-a1vhg-ultra-9-080vn,274,102.990.000₫,,990.000₫,RAM 64 GB SSD 2 TB,,
MSI Prestige 14 AI Studio C1VEG Ultra 7 155H (056VN),32.990.000₫,https://www.thegioididong.com/laptop/msi-prestige-14-ai-studio-c1veg-ultra-7-056vn,275,36.990.000₫,-10%,990.000₫,RAM 32 GB SSD 1 TB,,
HP Gaming VICTUS 16 r0128TX i5 13450HX (8C5N3PA),28.190.000₫,https://www.thegioididong.com/laptop/hp-gaming-victus-16-r0128tx-i5-8c5n3pa,276,31.690.000₫,-11%,1.190.000₫,RAM 16 GB SSD 512 GB,5,1 đánh giá
HP Gaming VICTUS 16 r0228TX i5 13500H (9Q979PA),29.690.000₫,https://www.thegioididong.com/laptop/hp-victus-16-r0228tx-i5-9q979pa,277,33.290.000₫,-10%,1.190.000₫,RAM 32 GB SSD 512 GB,,
HP Gaming VICTUS 16 r0227TX i5 13500H (9Q978PA),31.090.000₫,https://www.thegioididong.com/laptop/hp-victus-16-r0227tx-i5-9q978pa,278,34.890.000₫,-10%,1.190.000₫,RAM 32 GB SSD 512 GB,,
HP OMEN 16 xf0070AX R9 7940HS (8W945PA),57.890.000₫,https://www.thegioididong.com/laptop/hp-omen-16-xf0070ax-r9-8w945pa,279,62.890.000₫,-7%,1.190.000₫,RAM 32 GB SSD 1 TB,,
MSI Gaming Sword 16 HX B14VEKG i7 14700HX (459VN),32.990.000₫,https://www.thegioididong.com/laptop/msi-sword-16-hx-b14vekg-i7-459vn,280,35.990.000₫,-8%,990.000₫,RAM 16 GB SSD 1 TB,,
Samsung Galaxy Chromebook Go XE340XDA N4500,8.990.000₫,https://www.thegioididong.com/laptop/samsung-galaxy-chromebook-go-xe340xda-n4500,281,11.990.000₫,-25%,,RAM 4 GB eMMC 32 GB,,
HP OMEN 16 xf0071AX R7 7840HS (8W946PA),53.890.000₫,https://www.thegioididong.com/laptop/hp-omen-16-xf0071ax-r7-8w946pa,282,58.890.000₫,-8%,1.190.000₫,RAM 32 GB SSD 1 TB,,
MSI Creator 16 AI Studio A1VIG Ultra 9 185H (078VN),99.990.000₫,https://www.thegioididong.com/laptop/msi-creator-16-ai-studio-a1vig-ultra-9-078vn,283,109.990.000₫,-9%,990.000₫,RAM 64 GB SSD 2 TB,,
MSI Creator Z17 HX Studio A14VGT i7 14700HX (272VN),65.990.000₫,https://www.thegioididong.com/laptop/msi-creator-z17-hx-studio-a14vgt-i7-272vn,284,71.990.000₫,-8%,990.000₫,RAM 32 GB SSD 2 TB,,
Lenovo Gaming Legion Pro 7 16IRX9H i9 14900HX (83DE001MVN),96.990.000₫,https://www.thegioididong.com/laptop/lenovo-legion-pro-7-16irx9h-i9-83de001mvn,285,106.990.000₫,-9%,1.090.000₫,RAM 32 GB SSD 1 TB,,
MacBook Pro 14 inch M3 Max,79.590.000₫,https://www.thegioididong.com/laptop/apple-macbook-pro-14-inch-m3-max-2023-14-core,286,79.990.000₫,,,RAM 36 GB SSD 1 TB,5,1 đánh giá
Lenovo Thinkpad X13 Ultra 7 155H (21LU004LVN),44.990.000₫,https://www.thegioididong.com/laptop/lenovo-thinkpad-x13-ultra-7-21lu004lvn,287,45.590.000₫,,1.090.000₫,RAM 32 GB SSD 1 TB,,
MSI Prestige 14 AI Studio C1UDXG Ultra 7 155H (058VN),26.990.000₫,https://www.thegioididong.com/laptop/msi-prestige-14-ai-studio-c1udxg-ultra-7-058vn,288,30.990.000₫,-12%,990.000₫,RAM 16 GB SSD 1 TB,,
Asus TUF Gaming A15 FA506NFR R7 7435HS (HN113W),19.490.000₫,https://www.thegioididong.com/laptop/asus-fa506nfr-r7-hn113w,289,21.990.000₫,-11%,1.090.000₫,RAM 16 GB SSD 512 GB,,
Dell Inspiron 15 3530 i5 1334U (P16WD2),18.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-p16wd2,290,19.190.000₫,,100.000₫,RAM 16 GB SSD 512 GB,,
Asus TUF Gaming A15 FA506NCR R7 7435HS (HN097W),23.490.000₫,https://www.thegioididong.com/laptop/asus-fa506ncr-r7-hn097w,291,,,1.090.000₫,RAM 16 GB SSD 512 GB,,
